pango,root,total_samples,max_descendants,min_descendants,parent_max_descendants,parent_min_descendants,diff,diff_parent,relative_diff,relative_diff_parent
B.1.427,50990,3823,3823,3823,3823,3823,0,0,0.0,0.0
B.1.428,1219,1,1,1,1,1,0,0,0.0,0.0
B.1.429,51009,7122,7122,7122,7122,7122,0,0,0.0,0.0
B.1.429.1,117934,6,6,6,6,6,0,0,0.0,0.0
B.1.431,5348,14,14,14,14,14,0,0,0.0,0.0
B.1.433,30397,52,52,52,52,52,0,0,0.0,0.0
B.1.435,11494,12,12,12,12,12,0,0,0.0,0.0
B.1.436,36340,7,7,7,7,7,0,0,0.0,0.0
B.1.438,18182,4,4,4,4,4,0,0,0.0,0.0
B.1.439,4821,34,34,34,34,34,0,0,0.0,0.0
B.1.44,3317,33,33,33,33,33,0,0,0.0,0.0
B.1.441,13953,19,19,19,19,19,0,0,0.0,0.0
B.1.442,11811,8,8,8,8,8,0,0,0.0,0.0
B.1.443,13698,22,22,22,22,22,0,0,0.0,0.0
B.1.444,39666,5,5,5,5,5,0,0,0.0,0.0
B.1.445,9014,7,7,7,7,7,0,0,0.0,0.0
B.1.448,55314,114,114,114,114,114,0,0,0.0,0.0
B.1.451,15297,4,3,3,4,4,1,0,0.25,0.0
B.1.452,2742791,36,35,35,35,35,1,1,0.027777777777777776,0.027777777777777776
B.1.453,10979,128,127,127,128,128,1,0,0.0078125,0.0
B.1.465,2514,140,140,140,140,140,0,0,0.0,0.0
B.1.466,20255,2,2,2,2,2,0,0,0.0,0.0
B.1.467,28736,1,1,1,1,1,0,0,0.0,0.0
B.1.468,17781,2,2,2,2,2,0,0,0.0,0.0
B.1.469,189702,42,41,41,41,41,1,1,0.023809523809523808,0.023809523809523808
B.1.471,19349,167,167,167,167,167,0,0,0.0,0.0
B.1.479,8574,1,1,1,1,1,0,0,0.0,0.0
B.1.480,24984,19,19,19,19,19,0,0,0.0,0.0
B.1.482,15809,1,1,1,1,1,0,0,0.0,0.0
B.1.483,2735777,3,3,3,3,3,0,0,0.0,0.0
B.1.489,5353,7,7,7,7,7,0,0,0.0,0.0
B.1.491,12598,5,5,5,5,5,0,0,0.0,0.0
B.1.492,9331,39,39,39,39,39,0,0,0.0,0.0
B.1.499,3117,2,2,2,2,2,0,0,0.0,0.0
B.1.503,7677,206,206,206,206,206,0,0,0.0,0.0
B.1.504,21755,1,1,1,1,1,0,0,0.0,0.0
B.1.505,25995,117,117,117,117,117,0,0,0.0,0.0
B.1.506,9506,1,1,1,1,1,0,0,0.0,0.0
B.1.508,13544,25,25,25,25,25,0,0,0.0,0.0
B.1.509,2735913,30,30,30,30,30,0,0,0.0,0.0
B.1.511,18849,1,1,1,1,1,0,0,0.0,0.0
B.1.513,14434,3,3,3,3,3,0,0,0.0,0.0
B.1.515,9145,29,29,29,29,29,0,0,0.0,0.0
B.1.516,14221,95,95,95,95,95,0,0,0.0,0.0
B.1.517,29195,504,504,504,504,504,0,0,0.0,0.0
B.1.518,14329,5,3,3,3,3,2,2,0.4,0.4
B.1.520,22001,4,3,3,4,4,1,0,0.25,0.0
B.1.523,14697,85,2,2,85,85,83,0,0.9764705882352941,0.0
B.1.525,119881,737,737,737,737,737,0,0,0.0,0.0
B.1.526,154138,9667,9667,9649,9667,9649,0,0,0.0,0.0
B.1.532,20221,114,112,112,114,114,2,0,0.017543859649122806,0.0
B.1.533,5356,7,4,4,6,6,3,1,0.42857142857142855,0.14285714285714285
B.1.539,151072,4,4,4,4,4,0,0,0.0,0.0
B.1.546,18402,11,11,11,11,11,0,0,0.0,0.0
B.1.547,1570,4,4,4,4,4,0,0,0.0,0.0
B.1.551,73385,91,89,89,89,89,2,2,0.02197802197802198,0.02197802197802198
B.1.552,4987,5,5,5,5,5,0,0,0.0,0.0
B.1.554,18302,5,5,5,5,5,0,0,0.0,0.0
B.1.555,8841,2,2,2,2,2,0,0,0.0,0.0
B.1.556,16799,23,23,23,23,23,0,0,0.0,0.0
B.1.557,6329,12,12,12,12,12,0,0,0.0,0.0
B.1.558,14880,17,17,17,17,17,0,0,0.0,0.0
B.1.559,3611,18,18,18,18,18,0,0,0.0,0.0
B.1.560,18364,27,2,2,26,26,25,1,0.9259259259259259,0.037037037037037035
B.1.561,27082,374,374,374,374,374,0,0,0.0,0.0
B.1.564,3164,69,69,69,69,69,0,0,0.0,0.0
B.1.564.1,26392,6,6,6,6,6,0,0,0.0,0.0
B.1.565,28384,140,140,140,140,140,0,0,0.0,0.0
B.1.567,27101,52,52,52,52,52,0,0,0.0,0.0
B.1.568,152515,145,145,145,145,145,0,0,0.0,0.0
B.1.571,19645,1,1,1,1,1,0,0,0.0,0.0
B.1.572,17151,2,1,1,1,1,1,1,0.5,0.5
B.1.574,20082,40,37,37,40,40,3,0,0.075,0.0
B.1.576,21698,29,3,3,3,3,26,26,0.896551724137931,0.896551724137931
B.1.577,118314,146,106,106,146,146,40,0,0.273972602739726,0.0
B.1.579,11828,21,21,21,21,21,0,0,0.0,0.0
B.1.581,2742915,14,14,14,14,14,0,0,0.0,0.0
B.1.582,15587,65,65,65,65,65,0,0,0.0,0.0
B.1.586,2990,4,2,2,2,2,2,2,0.5,0.5
B.1.587,66442,19,19,19,19,19,0,0,0.0,0.0
B.1.588,2743460,78,78,78,78,78,0,0,0.0,0.0
B.1.589,18841,2,2,2,2,2,0,0,0.0,0.0
B.1.590,18801,2,1,1,1,1,1,1,0.5,0.5
B.1.591,41621,9,9,9,9,9,0,0,0.0,0.0
B.1.592,5899,9,9,9,9,9,0,0,0.0,0.0
B.1.595,4568,264,264,264,264,264,0,0,0.0,0.0
B.1.595.2,18112,1,1,1,1,1,0,0,0.0,0.0
B.1.595.4,32748,1,1,1,1,1,0,0,0.0,0.0
B.1.596,39997,397,356,356,397,397,41,0,0.10327455919395466,0.0
B.1.597,3106,1,1,1,1,1,0,0,0.0,0.0
B.1.598,13674,18,18,18,18,18,0,0,0.0,0.0
B.1.6,7092,1,1,1,1,1,0,0,0.0,0.0
B.1.600,24922,1,1,1,1,1,0,0,0.0,0.0
B.1.602,24861,52,52,52,52,52,0,0,0.0,0.0
B.1.605,93556,18,18,18,18,18,0,0,0.0,0.0
B.1.607,7243,13,13,13,13,13,0,0,0.0,0.0
B.1.609,13888,117,116,116,117,117,1,0,0.008547008547008548,0.0
B.1.610,23987,202,202,202,202,202,0,0,0.0,0.0
B.1.615,26280,1,1,1,1,1,0,0,0.0,0.0
B.1.617,166394,137,137,137,137,137,0,0,0.0,0.0
B.1.617.1,169740,267,257,257,267,267,10,0,0.03745318352059925,0.0
B.1.617.2,200039,14098,14098,14095,14098,14095,0,0,0.0,0.0
B.1.621,282408,889,889,889,889,889,0,0,0.0,0.0
B.1.621.1,236083,327,327,327,327,327,0,0,0.0,0.0
B.1.637,202525,2220,2220,2220,2220,2220,0,0,0.0,0.0
B.1.67,2349,6,6,6,6,6,0,0,0.0,0.0
B.1.69,2350,2,2,2,2,2,0,0,0.0,0.0
B.1.70,744,23,23,23,23,23,0,0,0.0,0.0
B.1.76,105,47,35,35,47,47,12,0,0.2553191489361702,0.0
B.1.77,13984,14,14,14,14,14,0,0,0.0,0.0
B.1.78,74683,3,3,3,3,3,0,0,0.0,0.0
B.1.8,3478,44,44,44,44,44,0,0,0.0,0.0
B.1.81,3980,25,25,25,25,25,0,0,0.0,0.0
B.1.9,9019,2,2,2,2,2,0,0,0.0,0.0
B.1.9.1,9307,6,6,6,6,6,0,0,0.0,0.0
B.1.9.2,12444,1,1,1,1,1,0,0,0.0,0.0
B.1.9.4,23630,1,1,1,1,1,0,0,0.0,0.0
B.1.9.5,27939,2,2,2,2,2,0,0,0.0,0.0
B.1.91,159,150,150,150,150,150,0,0,0.0,0.0
B.1.93,905,626,625,625,625,625,1,1,0.001597444089456869,0.001597444089456869
B.1.97,2159,36,36,36,36,36,0,0,0.0,0.0
B.10,476,71,71,71,71,71,0,0,0.0,0.0
B.11,2816,5,5,5,5,5,0,0,0.0,0.0
B.15,1466,14,14,14,14,14,0,0,0.0,0.0
B.18,10513,3,2,2,3,3,1,0,0.3333333333333333,0.0
B.19,13425,1,1,1,1,1,0,0,0.0,0.0
B.20,6808,13,13,13,13,13,0,0,0.0,0.0
B.23,1070,86,86,86,86,86,0,0,0.0,0.0
B.26,1655,40,40,40,40,40,0,0,0.0,0.0
B.27,249,39,39,39,39,39,0,0,0.0,0.0
B.28,660,121,119,119,121,121,2,0,0.01652892561983471,0.0
B.29,116,64,64,64,64,64,0,0,0.0,0.0
B.3,110,240,240,240,240,240,0,0,0.0,0.0
B.3.1,364,137,137,137,137,137,0,0,0.0,0.0
B.31,352,60,60,60,60,60,0,0,0.0,0.0
B.32,2244,15,15,15,15,15,0,0,0.0,0.0
B.33,928,272,46,46,272,272,226,0,0.8308823529411765,0.0
B.34,932,29,29,29,29,29,0,0,0.0,0.0
B.35,1067,31,31,31,31,31,0,0,0.0,0.0
B.36,4999,2,2,2,2,2,0,0,0.0,0.0
B.37,8809,1,1,1,1,1,0,0,0.0,0.0
B.39,108,124,124,124,124,124,0,0,0.0,0.0
B.4,20,40,40,40,40,40,0,0,0.0,0.0
B.4.4,331,2,2,2,2,2,0,0,0.0,0.0
B.4.5,453,30,30,30,30,30,0,0,0.0,0.0
B.4.6,5313,1,1,1,1,1,0,0,0.0,0.0
B.4.7,11827,5,5,5,5,5,0,0,0.0,0.0
B.40,85,918,918,918,918,918,0,0,0.0,0.0
B.44,801,2,2,2,2,2,0,0,0.0,0.0
B.45,981,208,208,208,208,208,0,0,0.0,0.0
B.46,7878,14,14,14,14,14,0,0,0.0,0.0
B.47,236,6,6,6,6,6,0,0,0.0,0.0
B.5,106,1,1,1,1,1,0,0,0.0,0.0
B.51,4206,1,1,1,1,1,0,0,0.0,0.0
B.52,841,47,47,47,47,47,0,0,0.0,0.0
B.55,60,27,27,27,27,27,0,0,0.0,0.0
B.57,1066,30,30,30,30,30,0,0,0.0,0.0
B.58,659,28,28,28,28,28,0,0,0.0,0.0
B.6,346,23,23,23,23,23,0,0,0.0,0.0
B.6.6,535,12,12,12,12,12,0,0,0.0,0.0
B.60,3155,11,11,11,11,11,0,0,0.0,0.0
B.61,228,55,52,52,55,55,3,0,0.05454545454545454,0.0
BA.1,851246,60524,60524,60515,60524,60522,0,0,0.0,0.0
BA.1.1,2731625,147271,13829,13811,13829,13811,133442,133442,0.9060982813995967,0.9060982813995967
BA.1.1.1,888275,2967,2677,2676,2799,2798,290,168,0.09774182676103808,0.056622851365015166
BA.1.1.10,847576,341,196,196,266,266,145,75,0.4252199413489736,0.21994134897360704
BA.1.1.11,911770,158,134,134,137,137,24,21,0.1518987341772152,0.13291139240506328
BA.1.1.12,864177,1731,1413,1413,1487,1487,318,244,0.18370883882149047,0.14095898324667822
BA.1.1.13,836793,3032,2550,2550,2806,2806,482,226,0.15897097625329815,0.07453825857519789
BA.1.1.14,840603,4301,3899,3897,4024,4022,402,277,0.09346663566612416,0.0644036270634736
BA.1.1.15,895381,4305,4291,4291,4293,4293,14,12,0.0032520325203252032,0.0027874564459930314
BA.1.1.16,923267,159,53,53,132,132,106,27,0.6666666666666666,0.16981132075471697
BA.1.1.17,925274,79,58,58,58,58,21,21,0.26582278481012656,0.26582278481012656
BA.1.1.18,818916,14866,5951,5945,5951,5945,8915,8915,0.5996905690838155,0.5996905690838155
BA.1.1.2,898424,687,445,445,474,474,242,213,0.3522561863173217,0.31004366812227074
BA.1.1.3,941800,2,2,2,2,2,0,0,0.0,0.0
BA.1.1.4,904094,671,671,671,671,671,0,0,0.0,0.0
BA.1.1.5,1173091,1,1,1,1,1,0,0,0.0,0.0
BA.1.1.6,922779,12,8,8,8,8,4,4,0.3333333333333333,0.3333333333333333
BA.1.1.7,951380,88,61,61,67,67,27,21,0.3068181818181818,0.23863636363636365
BA.1.1.8,818911,308,187,187,187,187,121,121,0.39285714285714285,0.39285714285714285
BA.1.1.9,997227,22,11,11,15,15,11,7,0.5,0.3181818181818182
BA.1.10,873201,460,450,450,453,453,10,7,0.021739130434782608,0.015217391304347827
BA.1.12,873010,685,668,668,679,679,17,6,0.024817518248175182,0.008759124087591242
BA.1.13,834300,137,109,109,109,109,28,28,0.20437956204379562,0.20437956204379562
BA.1.13.1,1084563,6,3,3,3,3,3,3,0.5,0.5
BA.1.14,820630,448,348,348,400,400,100,48,0.22321428571428573,0.10714285714285714
BA.1.14.1,916359,73,72,72,72,72,1,1,0.0136986301369863,0.0136986301369863
BA.1.14.2,908425,12,8,8,8,8,4,4,0.3333333333333333,0.3333333333333333
BA.1.15,820352,21527,19391,19389,19398,19396,2136,2129,0.0992242300366981,0.09889905699818832
BA.1.15.1,840599,9613,8951,8951,9571,9571,662,42,0.06886507853947779,0.004369083532716114
BA.1.15.2,1068582,387,317,317,324,324,70,63,0.18087855297157623,0.16279069767441862
BA.1.15.3,929946,7,6,6,7,7,1,0,0.14285714285714285,0.0
BA.1.16,852215,3301,3202,3202,3293,3293,99,8,0.029990911844895485,0.0024235080278703423
BA.1.16.2,930356,3,3,3,3,3,0,0,0.0,0.0
BA.1.17,834299,3929,3584,3584,3673,3673,345,256,0.0878086026978875,0.06515652837872232
BA.1.17.2,827900,38207,27490,27484,27504,27498,10717,10703,0.2804983380008899,0.28013191300023554
BA.1.18,817061,11158,7919,7904,7919,7904,3239,3239,0.2902849973113461,0.2902849973113461
BA.1.19,827745,414,352,352,352,352,62,62,0.1497584541062802,0.1497584541062802
BA.1.20,852614,4417,4029,4029,4035,4035,388,382,0.08784242698664252,0.08648403894045732
BA.1.21,847947,330,298,298,315,315,32,15,0.09696969696969697,0.045454545454545456
BA.1.21.1,914551,12,12,12,12,12,0,0,0.0,0.0
BA.1.22,1004318,1,1,1,1,1,0,0,0.0,0.0
BA.1.23,1150702,1,1,1,1,1,0,0,0.0,0.0
BA.1.3,929848,5,5,5,5,5,0,0,0.0,0.0
BA.1.4,817056,2,2,2,2,2,0,0,0.0,0.0
BA.1.5,915964,290,220,220,220,220,70,70,0.2413793103448276,0.2413793103448276
BA.1.6,920886,18,14,14,18,18,4,0,0.2222222222222222,0.0
BA.1.7,847944,180,163,163,176,176,17,4,0.09444444444444444,0.022222222222222223
BA.1.8,907457,155,155,155,155,155,0,0,0.0,0.0
BA.1.9,934531,42,25,25,25,25,17,17,0.40476190476190477,0.40476190476190477
BA.2,822854,189808,189805,189575,189808,189808,3,0,1.5805445502823907e-05,0.0
BA.2.1,2732263,6431,3701,3701,6429,6429,2730,2,0.42450629762089875,0.00031099362463069506
BA.2.10,902972,10030,9091,9087,9134,9130,939,896,0.09361914257228315,0.0893320039880359
